FEATURE	GAIN	WEIGHT	COVER	TOTAL_GAIN	TOTAL_COVER
Consistent_Mates	6.192732746536077	97	92.0282506382474	600.6950764139995	8926.740311909998
GC2CG	2.696727843996552	29	131.7257710586207	78.20510747590001	3820.0473607
Inconsistent_Mates	5.79967525435714	14	91.92557759285717	81.19545356099997	1286.9580863000003
M2_ECNT	2.0188422063038463	26	18.20045629423077	52.4898973639	473.21186365
M2_TLOD	41.28733189770112	184	273.21073161619574	7596.869069177006	50270.77461738002
MSI	1.4283534946599998	85	21.246902258352947	121.41004704609999	1805.9866919600006
MSILEN	1.205350581216	25	32.56981448799999	30.133764530399997	814.2453621999998
MaxHomopolymer_Length	0.7677954191126984	63	25.246112158730163	48.3711114041	1590.5050660000004
SHIFT3	1.0672725765723403	47	18.687897269574467	50.161811098899996	878.3311716699999
Seq_Complexity_Adj	1.0959170440427728	303	27.57296864891086	332.06286434496013	8354.60950061999
Seq_Complexity_Span	1.184629881053771	305	34.679195163704904	361.3121137214002	10577.154524929996
SiteHomopolymer_Length	0.9342900265207246	69	24.91887781478261	64.46601182993	1719.4025692200003
T_ALT_FOR	2.567364457885237	149	54.03380460798656	382.53730422490025	8051.036886589997
T_ALT_REV	2.3700485245659877	147	57.19047387074829	348.39713311120016	8406.999659
T_DP	1.4843926389550917	189	24.464299503809507	280.55020876251234	4623.752606219997
T_REF_FOR	0.9385434741747537	305	24.996648588491798	286.25575962329987	7623.977819489998
T_REF_REV	1.1115982134494917	275	24.412686209563624	305.6895086986102	6713.4887076299965
VarScan2_Score	0.308747426	4	50.3113711825	1.234989704	201.24548473
if_Caller_0	42.84643132813042	46	692.4577102036955	1970.9358410939994	31853.05466936999
if_LoFreq	6.316958233013953	43	82.66785133302328	271.62920401959997	3554.717607320001
if_MuTect	9.188614221285713	28	59.313115491071436	257.28119819599993	1660.7672337500003
if_Strelka	12.333752434155556	9	88.77006214444444	111.00377190740001	798.9305592999999
if_VarDict	52.40163348987664	30	174.77745531333338	1572.049004696299	5243.323659400001
if_VarScan2	0.42671646818	5	15.272587106	2.1335823409	76.36293553
tBAM_ALT_BQ	3.9523979063299985	60	129.9967059035	237.1438743797999	7799.80235421
tBAM_ALT_Clipped_Reads	0.0835121423	1	31.2556591	0.0835121423	31.2556591
tBAM_ALT_Concordant	4.949040846768592	121	183.57685959280994	598.8339424589997	22212.800010730003
tBAM_ALT_Discordant	4.918390655473075	52	50.17374836173076	255.75631408459992	2609.0349148099995
tBAM_ALT_InDel_1bp	0.882968009	1	221.694	0.882968009	221.694
tBAM_ALT_InDel_2bp	1.1409527080000001	3	144.21222433333335	3.4228581240000002	432.63667300000003
tBAM_ALT_InDel_3bp	3.8712009357499997	4	111.2064709	15.484803742999999	444.8258836
tBAM_ALT_MQ	2.6181714434166667	12	54.905639791666665	31.418057321000003	658.8676775
tBAM_ALT_NM	4.621781536131505	73	65.10635550410952	337.39005213759987	4752.763951799995
tBAM_Clipping_FET	2.37920713	1	14.6910305	2.37920713	14.6910305
tBAM_Concordance_FET	1.942432149742223	45	52.68446734311109	87.40944673840004	2370.801030439999
tBAM_MQ0	13.585494897999999	5	188.76160362000002	67.92747449	943.8080181
tBAM_NM_Diff	1.2625785381698271	291	21.08167080487972	367.41035460741966	6134.766204219999
tBAM_Other_Reads	5.006043675309231	65	76.80738950569226	325.3928388951	4992.480317869997
tBAM_REF_BQ	1.0023057235661184	304	21.60398502082235	304.7009399641	6567.611446329995
tBAM_REF_Clipped_Reads	2.340206031682895	76	45.324595144736854	177.85565840790002	3444.6692310000008
tBAM_REF_Concordant	3.3860153651751066	180	30.46764395205556	609.4827657315192	5484.175911370001
tBAM_REF_Discordant	2.1622777264820985	300	26.366675196899998	648.6833179446296	7910.002559069999
tBAM_REF_InDel_3bp	2.7660658959999997	2	205.96189850000002	5.5321317919999995	411.92379700000004
tBAM_REF_MQ	4.033977847588237	17	98.85594073529411	68.57762340900003	1680.5509925
tBAM_REF_NM	1.01875751178796	250	24.54917964064	254.68937794699	6137.29491016
tBAM_StrandBias_FET	1.027952363795214	186	16.136290118870974	191.1991396659098	3001.3499621100013
tBAM_p_MannWhitneyU_BQ	1.0987421468479388	228	24.840271952543883	250.51320948133002	5663.582005180006
tBAM_p_MannWhitneyU_EndPos	1.2556623509601186	341	28.301878642052767	428.1808616774004	9650.940616939994
tBAM_p_MannWhitneyU_MQ	8.039778565625001	8	116.4503075775	64.31822852500001	931.60246062
