FEATURE	GAIN	WEIGHT	COVER	TOTAL_GAIN	TOTAL_COVER
tBAM_ALT_Discordant	2.7312966436000004	31	35.10287931354837	84.67019595160001	1088.1892587199995
tBAM_ALT_NM	2.6602589188477834	113	83.6041747320354	300.6092578297995	9447.271744720001
tBAM_Clipping_FET	2.1725677635806067	33	33.73877700363636	71.69473619816002	1113.3796411199999
tBAM_Concordance_FET	0.7832427286081629	49	15.177973346530608	38.37889370179998	743.7206939799999
tBAM_NM_Diff	2.552929733238706	139	37.154988398633066	354.85723292018014	5164.543387409996
tBAM_Other_Reads	1.5607602491574997	40	27.968055267499995	62.43040996629998	1118.7222106999998
tBAM_REF_BQ	0.603585933186364	77	13.46357553155844	46.47611685535003	1036.6953159299999
tBAM_REF_Clipped_Reads	1.5858975036314287	35	22.711341690857143	55.506412627100005	794.8969591800001
tBAM_REF_Concordant	1.0886154149484315	51	15.649484450000001	55.51938616237001	798.12370695
tBAM_REF_Discordant	1.8592852707231589	114	25.941457529561372	211.9585208624401	2957.3261583699964
tBAM_REF_InDel_1bp	1.711059956345455	22	41.554156655454555	37.64331903960001	914.1914464200001
tBAM_REF_InDel_2bp	1.4846142224037036	27	23.226546584074068	40.084584004899995	627.1167577699998
tBAM_REF_InDel_3bp	3.2406786811749995	44	28.028313328181834	142.58986197169997	1233.2457864400008
tBAM_REF_MQ	4.3236207075	2	33.5536766	8.647241415	67.1073532
tBAM_REF_NM	1.0253263775948642	111	25.13127818270271	113.81122791302992	2789.571878280001
tBAM_StrandBias_FET	1.0210460001210522	76	16.98349679223684	77.59949600919997	1290.7457562099996
tBAM_p_MannWhitneyU_BQ	0.9548934849261819	55	17.527341075818182	52.51914167094	964.00375917
tBAM_p_MannWhitneyU_EndPos	0.7408605896142477	113	17.590927677610626	83.71724662640999	1987.7748275700008
tBAM_p_MannWhitneyU_MQ	0.39945443425714294	7	27.634200628571428	2.7961810398000004	193.4394044
