FEATURE	GAIN	WEIGHT	COVER	TOTAL_GAIN	TOTAL_COVER
tBAM_Other_Reads	0.7469614282899998	30	12.142680655000003	22.408842848699994	364.2804196500001
tBAM_REF_BQ	0.33385352587132217	91	10.608434928131869	30.380670854290315	965.3675784600001
tBAM_REF_Clipped_Reads	0.5907147140639999	25	14.150773313600002	14.767867851599997	353.76933284000006
tBAM_REF_Concordant	0.679675577798	50	18.380213351400005	33.9837788899	919.0106675700004
tBAM_REF_Discordant	1.6288406206391415	93	23.36755315494623	151.48217771944016	2173.1824434099995
tBAM_REF_InDel_1bp	2.1335729581055554	18	44.59589557944443	38.4043132459	802.7261204299998
tBAM_REF_InDel_2bp	1.3483214398272727	11	31.621774257272726	14.8315358381	347.83951683
tBAM_REF_InDel_3bp	2.615491254040577	52	41.04094550307689	136.00554521011	2134.1291661599985
tBAM_REF_NM	0.9319671195166669	120	24.208124193583338	111.83605434200003	2904.9749032300006
tBAM_StrandBias_FET	0.7802488976500002	72	10.662430890833335	56.17792063080001	767.6950241400001
tBAM_p_MannWhitneyU_BQ	0.9494022693998257	75	14.701652219866665	71.20517020498693	1102.6239164899998
tBAM_p_MannWhitneyU_EndPos	1.1394416980377355	106	26.45818339867926	120.78081999199996	2804.5674402600016
