FEATURE	GAIN	WEIGHT	COVER	TOTAL_GAIN	TOTAL_COVER
Consistent_Mates	2.3591727305606742	89	39.95732808999999	209.9663730199	3556.202200009999
InDel_Length	4.413049529291017	108	61.429387538333316	476.60934916342984	6634.373854139998
Inconsistent_Mates	1.304897687290196	51	12.285083746078437	66.5497820518	626.5392710500003
M2_ECNT	0.6661337372303124	32	35.73103396218749	21.316279591369998	1143.3930867899996
M2_TLOD	3.5886082224420344	665	36.91659847554885	2386.4244679239528	24549.537986239986
MSI	1.6105188291423473	196	25.65490823464288	315.6616905119001	5028.362013990004
MSILEN	0.4957936873342854	35	17.48039914914286	17.35277905669999	611.81397022
MaxHomopolymer_Length	2.993595506632501	56	67.52956225589287	167.64134837142004	3781.6554863300007
SHIFT3	5.387055793362976	238	78.03724867722686	1282.1192788203884	18572.86518517999
Seq_Complexity_Adj	1.5243092697786311	146	26.296372083424654	222.54915338768015	3839.2703241799995
Seq_Complexity_Span	3.2293337154742763	152	41.6339063473026	490.85872475209	6328.353764789995
SiteHomopolymer_Length	0.5867946896166665	42	32.40898818857142	24.64537696389999	1361.1775039199997
T_ALT_FOR	2.853042335219252	242	36.876684940330584	690.436245123059	8924.157755560002
T_ALT_REV	2.4166259941744794	259	23.915714719420848	625.9061324911902	6194.17011233
T_DP	0.5724975288455422	83	23.406704123493977	47.51729489418	1942.7564422500002
T_REF_FOR	1.1348380784418926	206	21.866684027815552	233.77664415902987	4504.536909730004
T_REF_REV	0.7596545986748253	143	21.742612189930068	108.63060761050002	3109.1935431599995
VarScan2_Score	0.24718417664999995	16	35.821306988125	3.954946826399999	573.14091181
if_Caller_0	18.463260730225535	47	88.9622886338298	867.7732543206001	4181.227565790001
if_MuTect	115.48528523497464	43	239.1404334909302	4965.86726510391	10283.038640109999
if_Scalpel	12.076998933074998	12	61.664653681666664	144.9239871969	739.97584418
if_Strelka	0.7295752408499999	14	15.263065574285713	10.214053371899999	213.68291803999998
if_VarDict	5.422767179706416	53	46.61310879396227	287.40666052444004	2470.4947660800003
if_VarScan2	1.5684355788599997	10	55.123460206000004	15.684355788599998	551.23460206
tBAM_ALT_BQ	2.0716569192555547	18	16.830237239444443	37.28982454659999	302.94427031
tBAM_ALT_Clipped_Reads	2.244742443937143	35	25.001161170857134	78.5659855378	875.0406409799997
tBAM_ALT_Concordant	1.1558573078000005	72	34.59876861041667	83.22172616160003	2491.1113399500005
tBAM_ALT_Discordant	1.9798877233589287	56	20.01736750892858	110.87371250810001	1120.9725805000005
tBAM_ALT_MQ	8.648897797	5	34.980633584	43.244488985000004	174.90316792000002
tBAM_ALT_NM	1.1979146443987008	154	17.40128790655843	184.47885523739993	2679.7983376099983
tBAM_Clipping_FET	0.4432246739520456	44	17.764574729318184	19.501885653890007	781.6412880900001
tBAM_Concordance_FET	1.445627898606491	57	21.38975253280702	82.40079022056999	1219.2158943700001
tBAM_NM_Diff	1.4135968367147527	162	31.707695645123447	229.00268754778995	5136.646694509998
tBAM_Other_Reads	2.002261582358441	77	28.494751086753247	154.17414184159995	2194.09583368
tBAM_REF_BQ	0.5439249753151787	112	13.896240749464294	60.91959723530001	1556.3789639400009
tBAM_REF_Clipped_Reads	0.8025291354058204	67	29.93250265626865	53.769452072189964	2005.4776779699996
tBAM_REF_Concordant	0.8853316801111111	99	14.414361521717174	87.647836331	1427.0217906500002
tBAM_REF_Discordant	1.886682930485859	157	26.80784424554139	296.20922008627986	4208.831546549998
tBAM_REF_InDel_1bp	2.6596565205983334	30	143.21259374666667	79.78969561795	4296.3778124
tBAM_REF_InDel_2bp	2.211927178874999	32	39.07476226749999	70.78166972399997	1250.3923925599997
tBAM_REF_InDel_3bp	1.7348934865142855	49	31.859586584285715	85.00978083919999	1561.11974263
tBAM_REF_MQ	0.7762382680714286	7	77.04403348571428	5.4336678765	539.3082344
tBAM_REF_NM	0.996387499044785	163	36.50603349687118	162.41116234429995	5950.483459990003
tBAM_StrandBias_FET	0.8775408346732751	131	15.171745012824429	114.95784934219904	1987.4985966800002
tBAM_p_MannWhitneyU_BQ	0.6360944375930387	102	12.41796364901961	64.88163263448995	1266.6322922000002
tBAM_p_MannWhitneyU_EndPos	1.665356508544527	170	23.166448432470606	283.1106064525696	3938.296233520003
tBAM_p_MannWhitneyU_MQ	1.517599346	2	69.02473642999999	3.035198692	138.04947285999998
